發生時間,發生地點,死亡受傷人數,車種,經度,緯度
108年04月05日 20時37分00秒,高雄市路竹區延平路631號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.246100,22.857370
108年04月06日 00時05分00秒,新北市泰山區新五路 / 新北市泰山區楓江路,死亡1;受傷0,普通重型-機車,121.441110,25.060823
108年04月06日 02時40分00秒,雲林縣大埤鄉雲180線松東31號前,死亡1;受傷0,普通重型-機車,120.442388,23.631972
108年04月06日 05時57分00秒,彰化縣線西鄉德興村線東路2段101號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.479997,24.129397
108年04月06日 11時33分00秒,臺中市烏日區溪壩里溪南路一段前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車,120.644165,24.085898
108年04月07日 00時16分00秒,屏東縣長治鄉中興路長治國中前,死亡1;受傷0,普通重型-機車,120.544243,22.693538
108年04月07日 04時30分40秒,新竹縣關西鎮國道3號 84公里600.0公尺處南側向中內,死亡1;受傷6,營業用-曳引車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,121.147611,24.806705
108年04月07日 08時55分00秒,嘉義市東區安業里吳鳳南路110號前0.0公尺,死亡1;受傷0,自用-半聯結車;普通重型-機車,120.454600,23.465880
108年04月07日 15時24分00秒,新北市新莊區中正路 / 新北市新莊區化成路,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.452619,25.036297
108年04月07日 17時45分00秒,新北市中和區新北環快道路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.479604,25.042442
108年04月07日 19時31分00秒,臺東縣臺東市台11線173.5公里附近(臺東市知本路二段88號前),死亡1;受傷0,自用-小客車;行人-人,121.076701,22.714419
108年04月07日 19時54分00秒,臺北市萬華區西園路2段 / 臺北市萬華區莒光路,死亡1;受傷0,普通重型-機車,121.496867,25.031131
108年04月08日 06時06分00秒,新北市新莊區中正路 / 新北市新莊區中正路,死亡1;受傷0,營業用-大貨車;行人-人,121.419979,25.027256
108年04月08日 10時14分00秒,苗栗縣苗栗市聯大路苗30線008號路燈前,死亡1;受傷0,普通重型-機車,120.800318,24.544269
108年04月08日 13時06分00秒,高雄市三民區大裕路 / 高雄市三民區大昌一路,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.324200,22.648610
108年04月08日 15時53分00秒,新北市樹林區保安地下道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.425960,24.993918
108年04月08日 17時52分00秒,桃園市楊梅區水美里楊湖路1段42號前0.0公尺,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;乘客-人,121.139732,24.908138
108年04月09日 06時02分21秒,新竹市香山區延平路二段口 / 新竹市香山區延平路二段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.940306,24.805105
108年04月09日 07時40分00秒,臺南市安南區安通路5段479號,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),120.191259,23.030082
108年04月09日 07時40分00秒,臺中市大里區日新里日新路前0.0公尺,死亡1;受傷0,普通重型-機車;腳踏自行車-慢車,120.692505,24.118961
108年04月09日 08時00分23秒,臺東縣池上鄉台9線 321公里700.0公尺處南側,死亡1;受傷0,自用-小客車;普通輕型-機車,121.202858,23.107787
108年04月09日 08時35分00秒,新北市林口區下福產業道路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.298866,25.116630
108年04月09日 11時13分00秒,臺北市大同區重慶北路3段 / 臺北市大同區延平北路3段,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),121.511571,25.067223
108年04月09日 16時10分00秒,臺北市信義區林口街 / 臺北市信義區忠孝東路5段,死亡1;受傷0,自用-大貨車;行人-人,121.579761,25.041192
108年04月09日 22時05分38秒,南投縣埔里鎮東門里北環路266號西側,死亡1;受傷1,行人-人;普通重型-機車,120.973049,23.965091
108年04月10日 06時54分13秒,臺南市歸仁區民族路口 / 臺南市歸仁區保大路3段口,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.273583,22.996417
108年04月10日 07時19分20秒,臺南市西港區南海里南吉高幹6右29電線桿前未命名道路(西港王船地往西),死亡1;受傷0,普通輕型-機車;自用-小客車,120.200160,23.113606
108年04月10日 23時51分00秒,基隆市七堵區實踐路口 / 基隆市七堵區五福街口,死亡1;受傷1,計程車-小客車;乘客-人,121.694122,25.083575
108年04月11日 03時39分00秒,新北市新莊區中正路502號前0.0公尺,死亡1;受傷0,普通重型-機車,121.435973,25.032952
108年04月11日 05時16分00秒,新北市三芝區北101線道前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.503844,25.257621
108年04月11日 07時52分00秒,臺中市潭子區聚興里豐興路一段3號前0.0公尺,死亡1;受傷0,自用-小客車,120.717730,24.190945
108年04月11日 09時28分00秒,臺南市善化區昌隆里區道南129線口 / 臺南市善化區昌隆里東勢寮口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.320301,23.153240
108年04月11日 17時21分00秒,高雄市前鎮區中山三路前0.0公尺,死亡1;受傷0,普通重型-機車;遊覽車-大客車,120.313785,22.599097
108年04月11日 18時43分11秒,桃園市龍潭區國道3號 69公里400.0公尺處南側向內側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;乘客-人,121.227878,24.862772
108年04月12日 05時50分00秒,臺中市霧峰區吉峰里錦州路395巷前0.0公尺,死亡1;受傷0,電動輔助自行車-慢車,120.705332,24.077422
108年04月12日 18時56分00秒,屏東縣里港鄉三廍村三和路102-4號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.503560,22.810330
108年04月12日 22時00分00秒,新北市烏來區新烏路5段前0.0公尺,死亡1;受傷0,普通重型-機車,121.549770,24.898248
108年04月13日 08時00分00秒,花蓮縣秀林鄉台9線 162公里500.0公尺處南側向內側,死亡1;受傷1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;乘客-人,121.740582,24.268073
108年04月13日 10時58分00秒,新竹市香山區元培街78號前,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車;其他人-人,120.929754,24.786006
108年04月13日 13時35分00秒,臺南市安南區府安堤頂道路 北向南 電桿(大豐高幹67號 處),死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,120.198930,23.022983
108年04月13日 18時06分00秒,臺北市中山區中山北路2段 / 臺北市中山區民權西路,死亡1;受傷1,普通重型-機車;行人-人,121.522507,25.062715
108年04月13日 19時45分00秒,高雄市左營區民族一路1105號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.319975,22.684958
108年04月14日 08時01分00秒,臺北市松山區市民大道5段 / 臺北市松山區東寧路,死亡1;受傷0,計程車-小客車;普通重型-機車,121.563031,25.047233
108年04月15日 17時05分00秒,高雄市美濃區忠孝路2巷131號前0.0公尺,死亡1;受傷0,普通重型-機車,120.541862,22.894766
108年04月16日 02時10分00秒,屏東縣枋寮鄉台1線 433公里900.0公尺處南側向內側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.590624,22.397567
108年04月16日 07時35分00秒,嘉義縣中埔鄉和睦村中山路5段532號前0.0公尺附近,死亡1;受傷0,電動自行車-慢車;自用-小客車,120.468154,23.451212
108年04月16日 15時25分35秒,南投縣埔里鎮眉溪旁防汛道路守城枝16左分9電桿處,死亡1;受傷1,自用-小客車;乘客-人,120.981448,23.985232
108年04月16日 18時00分00秒,宜蘭縣大同鄉台七線100公里700公尺處,死亡1;受傷0,自用-小客車;普通重型-機車,121.712595,24.726688
108年04月17日 08時54分00秒,高雄市路竹區金平路273巷2號前0.0公尺前,死亡1;受傷0,普通重型-機車;普通重型-機車,120.268000,22.869650
108年04月17日 13時04分00秒,嘉義縣新港鄉月眉村159線與嘉66線路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.359876,23.515577
108年04月17日 14時50分00秒,臺北市大同區長安西路66號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,121.519591,25.050224
108年04月17日 15時52分00秒,臺中市太平區新城里樹孝路274巷前0.0公尺,死亡1;受傷0,救護車-特種車;腳踏自行車-慢車,120.778337,24.153778
108年04月17日 17時17分00秒,臺中市西屯區港尾里中科路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車,120.656455,24.190036
108年04月17日 18時10分51秒,宜蘭縣壯圍鄉新社路74號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,121.812275,24.779988
108年04月17日 18時28分00秒,高雄市路竹區社龍街 / 高雄市路竹區倫理街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.264457,22.862612
108年04月18日 00時10分56秒,臺中市西屯區國道1號 177公里500.0公尺處南側向內側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.636473,24.186283
108年04月18日 05時10分48秒,南投縣竹山鎮縣149線 10.5公里95.0公尺處北側,死亡1;受傷1,普通重型-機車;普通重型-機車,120.664794,23.678876
108年04月18日 08時45分02秒,臺南市仁德區文華路二段近保生東路,死亡1;受傷0,普通重型-機車,120.232598,22.950872
108年04月18日 11時16分00秒,嘉義縣朴子市竹村里台19線與村里道路(口),死亡1;受傷0,自用-小客車;普通重型-機車,120.245532,23.442860
108年04月18日 19時12分00秒,新竹縣湖口鄉東楊路196巷前0.0公尺口,死亡1;受傷0,電動自行車-慢車,121.058438,24.914417
108年04月19日 08時07分00秒,高雄市仁武區鳳仁路68號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.355316,22.681871
108年04月19日 09時10分00秒,臺中市大甲區德化里賢仁路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.623309,24.361534
108年04月19日 09時53分00秒,新北市三重區光復路1段30巷28號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.470823,25.046991
108年04月19日 12時25分00秒,臺南市新市區大營里省道臺1線口 / 臺南市新市區大營里大營口,死亡1;受傷3,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人,120.311544,23.094528
108年04月19日 16時58分23秒,基隆市暖暖區國道1號 2公里500.0公尺處南側向交流道,死亡1;受傷1,自用-小客車;營業用-半聯結車,121.681838,25.085951
108年04月19日 21時45分00秒,基隆市中正區北寧路 / 基隆市中正區新豐街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.788281,25.143497
108年04月20日 00時10分00秒,高雄市鳳山區武慶二路前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車;普通重型-機車,120.332658,22.613154
108年04月20日 08時15分00秒,高雄市路竹區山線 374.0公里329.0公尺忠孝路平交道,死亡1;受傷0,行人-人;火車-其他車,120.262811,22.849404
108年04月20日 10時53分00秒,臺中市太平區黃竹里竹村路前0.0公尺,死亡1;受傷0,普通重型-機車,120.759104,24.079231
108年04月20日 18時42分43秒,臺南市新營區嘉芳里復興路855號南側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.286255,23.308635
108年04月20日 20時11分00秒,彰化縣大村鄉茄苳村茄苳路2段61號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;普通重型-機車,120.542010,24.006772
108年04月21日 04時24分00秒,臺中市南屯區鎮平里台74線快速公路前0.0公尺,死亡1;受傷0,自用-小客車,120.618659,24.120010
108年04月21日 04時55分00秒,雲林縣二崙鄉大庄村大庄路與永吉街口,死亡1;受傷0,普通輕型-機車,120.377892,23.804192
108年04月21日 13時22分00秒,高雄市三民區九如一路 / 高雄市三民區九如一路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-曳引車,120.301520,22.627160
108年04月21日 20時21分00秒,苗栗縣苗栗市玉華里經國路遙控模型飛機場路口往南50公尺處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.840083,24.567164
108年04月22日 05時08分00秒,臺北市中山區新生北路1段 / 臺北市中山區南京東路1段,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.527504,25.052205
108年04月22日 09時01分00秒,彰化縣田尾鄉打簾村公園路2段385弄前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車,120.531791,23.909087
108年04月22日 09時29分00秒,苗栗縣竹南鎮國道3號 118公里600.0公尺處北側向加速車道,死亡1;受傷0,大型重型2(250-550C.C.)-機車;營業用-半聯結車,120.877198,24.705551
108年04月22日 12時25分00秒,高雄市岡山區國軒路61巷前0.0公尺南側,死亡1;受傷0,普通重型-機車,120.293548,22.780654
108年04月22日 13時24分00秒,嘉義縣東石鄉海埔村嘉7線4公里,死亡1;受傷0,普通重型-機車,120.198863,23.481032
108年04月22日 22時47分22秒,苗栗縣銅鑼鄉國道1號 146公里南側向路肩,死亡1;受傷1,租賃車-小客車;乘客-人,120.787798,24.461485
108年04月23日 10時16分09秒,臺南市新化區護國里中山路127號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車,120.312738,23.041264
108年04月23日 10時20分00秒,新北市三重區重陽橋機車道路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,121.482941,25.050892
108年04月23日 15時18分00秒,高雄市橋頭區甲典街 / 高雄市橋頭區豐祥路,死亡1;受傷0,自用-小客車;普通重型-機車,120.276956,22.742717
108年04月23日 20時02分21秒,桃園市蘆竹區八德一路1309316號路燈桿前,死亡1;受傷0,普通重型-機車;自用-小客車,121.341910,25.065509
108年04月24日 04時06分55秒,桃園市龍潭區大昌路二段龍潭交流道南下閘道口附近,死亡1;受傷0,自用-小客車;營業用-曳引車,121.222946,24.864203
108年04月24日 05時44分00秒,雲林縣土庫鎮石廟里仁和53西19電桿旁,死亡1;受傷0,普通重型-機車,120.392717,23.694517
108年04月24日 06時02分43秒,嘉義縣竹崎鄉紫雲村台3線與159線路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.537466,23.495106
108年04月24日 06時30分00秒,高雄市鳥松區中正路144巷59-1號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.364994,22.665564
108年04月24日 07時37分17秒,桃園市八德區興豐路1815號前0.0公尺北側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.315921,24.945615
108年04月24日 07時41分00秒,臺北市大安區信義路2段 / 臺北市大安區杭州南路2段,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人;乘客-人,121.524437,25.035248
108年04月24日 08時43分00秒,新北市蘆洲區三民路501號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,121.463560,25.091622
